locationName,parkID,parkName,lat,lng,capacity,emptyCapacity,updateDate,workHours,parkType,freeTime,monthlyFee,tariff,district,address,areaPolygon
0048 Alemdağ Caddesi,144,Alemdağ Caddesi 1,41.0254,29.0988,18,14,17.05.2024 17:57:35,09:00-18:00,YOL ÜSTÜ,15,1350.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ÜMRANİYE,ATATÜRK MAHALLESİ ALEMDAĞ CADDESİ  ÜMRANİYE,"POLYGON ((29.099006421376014 41.0253578916312, 29.099006421376014 41.0253437270608, 29.09867248635366 41.025421126283391, 29.0986704746969 41.025442373112895, 29.099006421376014 41.0253578916312))"
1385 Alibeyköy Yeşiltepe Zemin Altı Otoparkı,2562,Alibeyköy Yeşiltepe Zemin Altı Otoparkı,41.0797,28.938,159,0,17.05.2024 22:45:01,24 Saat,KAPALI OTOPARK,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",EYÜP,ÇIÇIR MAH GÜNDOĞDU SOK ALİBEYKÖY,"POLYGON ((28.938310062137973 41.079895344855338, 28.938035135713946 41.079975207214254, 28.937949305025469 41.080004523752045, 28.937868838755023 41.080029796618931, 28.937843357769381 41.07992769417698, 28.937725340572726 41.07982356974113, 28.937583183494937 41.079747750873366, 28.937490647283923 41.079647669833996, 28.93761805221213 41.079458627454976, 28.937958692757022 41.079551632329711, 28.938028430191409 41.07958802550575, 28.938149129597079 41.079549610486012, 28.938310062137973 41.079581959977794, 28.938326155392062 41.079608243928185, 28.938350295273196 41.07965272443559, 28.938285922256838 41.079713379624494, 28.938310062137973 41.079895344855338))"
1702 Altınboynuz Sosyal Tesisleri,3201,Altınboynuz Sosyal Tesisleri,41.058,28.9447,70,58,17.05.2024 22:30:01,07:00-23:00,AÇIK OTOPARK,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",EYÜP,SİLAHTARAĞA MAH. SİLAHTARAĞA CAD. HALİÇ TEKKE PARKI ALTINBOYNUZ / EYÜPSULTAN,"POLYGON ((28.944463202333779 41.058249485572595, 28.944868215895028 41.058417352760124, 28.945230314112038 41.058004762760639, 28.944750198698372 41.057836894520122, 28.944463202333779 41.058249485572595))"
1130 Altunizade Açık Otopark,2154,Altunizade Açık Otopark,41.0245,29.0395,80,56,17.05.2024 18:53:05,08:00-19:00,AÇIK OTOPARK,5,1700.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",ÜSKÜDAR,KISIKLI CADDESİ HALUK TÜRKSOY ARKASI SOKAK,"POLYGON ((29.03960108757019 41.024803288744955, 29.039703011512756 41.024754724081859, 29.039493799209595 41.024218486879185, 29.039241671562195 41.024323711127437, 29.03960108757019 41.024803288744955))"
1268 Altunizade Aksoy Sokak,2340,Altunizade Aksoy Sokak 2,41.0208,29.0381,30,19,17.05.2024 17:55:31,08:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",ÜSKÜDAR,AKSOY SOKAK ALTUNİZADE ÜSKÜDAR,"POLYGON ((29.038206338882446 41.021051563041453, 29.038125872612 41.021039421187382, 29.037986397743225 41.020476846160463, 29.038077592849731 41.020480893479984, 29.038206338882446 41.021051563041453))"
0384 Arap Camii Açık Otoparkı,758,Arap Camii Açık Otoparkı,41.0227,28.9723,30,26,17.05.2024 17:32:31,08:00-18:00,AÇIK OTOPARK,0,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BEYOĞLU,"BEYOĞLU İLÇESİ ,ARAPCAMİ MAH.TERSANE CAD.172 PAFTA,1122 ADA,33-34-37 PARSEL  ÖNÜ PERŞEMBE PAZARI -KARAKÖY / İSTANBUL","POLYGON ((28.972290220788274 41.022638705399594, 28.972360628774915 41.0226295992287, 28.972374039819989 41.022665012108476, 28.972288209131513 41.022681200847174, 28.972276139190946 41.022638705399594, 28.972290220788274 41.022638705399594))"
1327 Aras Sokak,1963,Aras Sokak 1,41.0226,28.622,60,13,17.05.2024 14:53:47,06:00-15:00,YOL ÜSTÜ,0,900.0,"Tam Gün : 60,00",BÜYÜKÇEKMECE,CUMHURİYET MAH ARAS SOK,"POLYGON ((28.621617756445008 41.022683488078137, 28.621666036207277 41.022774549656, 28.622556529600221 41.022477081368862, 28.622516296464998 41.022363759763195, 28.621617756445008 41.022683488078137))"
0887 Arda Turan Spor Kompleksi Katlı,3086,Arda Turan Spor Kompleksi Katlı,41.0384,28.9067,500,205,17.05.2024 22:45:01,24 Saat,KAPALI OTOPARK,15,1150.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAYRAMPAŞA,ALTINTEPSİ MAHALLESİ UYGUR CADDESİ NO:2/1A / BAYRAMPAŞA,"POLYGON ((28.906289705689957 41.038382701278778, 28.906734952386429 41.038758998581855, 28.907185563500931 41.038467671825572, 28.906681308206132 41.038107557803144, 28.906289705689957 41.038382701278778))"
1411 Arnavutköy Zemin Altı Otoparkı,2802,Arnavutköy Zemin Altı Otoparkı,41.1838,28.7396,700,243,17.05.2024 22:45:05,24 Saat,KAPALI OTOPARK,15,1200.0,"0-1 Saat : 36,00;1-2 Saat : 45,00;2-4 Saat : 58,00;4-8 Saat : 73,00;8-12 Saat : 112,00;Tam Gün : 145,00",ARNAVUTKÖY,MERKEZ MAHALLESİ NENEHATUN CADDESİ DEMİRCAN SOKAK,"POLYGON ((28.7396771659973 41.183898453137317, 28.739757632267747 41.183863127094554, 28.73961413408545 41.183734943865062, 28.739498799097809 41.183793484268705, 28.7396771659973 41.183898453137317))"
0891 Aslanhane Sokak,1895,Aslanhane Sokak 1,41.0177,28.9505,26,9,17.05.2024 17:30:39,08:30-17:30,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 95,00;4-8 Saat : 120,00;Tam Gün : 145,00",FATİH,FEVZİ PAŞA CADDESİ ASLANHANE SOKAK ALİ KUŞCU MAHALLESİ / FATİH,"POLYGON ((28.949954488139092 41.017377890003729, 28.950944223265584 41.017954657662422, 28.950979091982777 41.017908111687838, 28.949970581393178 41.017335391134381, 28.949954488139092 41.017377890003729))"
0282 Ataköy Atrium,1797,Ataköy Atrium AVM,40.9881,28.8459,250,94,17.05.2024 22:45:02,24 Saat,AÇIK OTOPARK,15,1600.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAKIRKÖY,KARANFİL SOKAK ATAKÖY 7-8-9-10. KISIM MAHALLESİ ATRİUM ALIŞVERİŞ MERKEZİ ÖNÜ BAKIRKÖY,"POLYGON ((28.845949428597581 40.988163230970969, 28.845809953728807 40.98821182260901, 28.845695959845674 40.988075158535729, 28.845885055581224 40.988020492827104, 28.845949428597581 40.988163230970969))"
1431 Ataköy Metro Durağı Yanı Zemin Altı Otoparkı,2824,Ataköy Metro Durağı Yanı Zemin Altı Otoparkı,40.9904,28.8456,150,19,17.05.2024 22:45:05,24 Saat,KAPALI OTOPARK,0,1600.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAKIRKÖY,Ataköy 7-8-9-10kısım,"POLYGON ((28.84557748154754 40.990421180710527, 28.845725003043359 40.990418143835946, 28.845710250893777 40.990346271096989, 28.845566752711481 40.990352344852617, 28.84557748154754 40.990421180710527))"
1666 Ataşehir Ahlat Sokak,3140,Ataşehir Ahlat Sokak,40.9985,29.0984,52,38,17.05.2024 16:36:55,08:00-17:00,YOL ÜSTÜ,15,0.0,"0-1 Saat  : 52,00;1-2 Saat  : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,BARBAROS MAH. AHLAT SOKAK ATAŞEHİR,"POLYGON ((29.098092811324285 40.998386869099036, 29.098133044459509 40.99835245533756, 29.09934540293424 40.998842343661266, 29.099286394335913 40.998874732843632, 29.098092811324285 40.998386869099036))"
1682 Ataşehir Al Zambak Sokak,3167,Ataşehir Al Zambak Sokak,41.001,29.104,71,71,17.05.2024 16:57:08,08:00-17:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,BARBAROS MAHALLESİ AL ZAMBAK SOKAK ATAŞEHİR,"POLYGON ((29.103791440786839 41.001159922881961, 29.103855813803197 41.001210529192896, 29.10452100163889 41.000706488601963, 29.104445899786473 41.000659930441273, 29.103791440786839 41.001159922881961))"
1653 Ataşehir Ardıç Sokak 1,3134,Ataşehir Ardıç Sokak 1,40.997,29.1042,115,92,17.05.2024 16:53:21,07:00-17:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,BARBAROS MAH. ARDIÇ SOKAK ATAŞEHİR,"POLYGON ((29.103457029941104 40.997490135807332, 29.103505309703372 40.997534671842573, 29.105098541858219 40.996348383539583, 29.1050234400058 40.996311944311785, 29.103457029941104 40.997490135807332))"
1654 Ataşehir Ardıç Sokak 2,3135,Ataşehir Ardıç Sokak 2,40.9991,29.1014,67,67,17.05.2024 16:59:49,08:00-17:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,BARBAROS MAH. ARDIÇ SOKAK ATAŞEHİR.,"POLYGON ((29.100836769983015 40.999457516357516, 29.100895778581343 40.999485856628432, 29.102062539502821 40.9985789619152, 29.102022306367598 40.998542523920435, 29.100836769983015 40.999457516357516))"
1655 Ataşehir Atilla İlhan Caddesi,3136,Ataşehir Atilla İlhan Caddesi,40.9844,29.1111,80,80,17.05.2024 16:29:51,08:00-16:30,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,"KÜÇÜKBAKKALKÖY MAH. ATİLLA İLHAN CADDESİ İTİMAT TATAR SALİM, OTOKOÇ VE DÜNYA GÖZ HASTANESİ ETRAFI","POLYGON ((29.111801642108837 40.984129276419019, 29.111719834733883 40.984148511789989, 29.111340302158276 40.984300369785025, 29.111265200305859 40.9843520014237, 29.110850799013058 40.984655716126952, 29.110815930295864 40.984615220914, 29.11130141012756 40.984268985828059, 29.111693012643734 40.984107003877142, 29.111773478914181 40.984082706550204, 29.111801642108837 40.984129276419019))"
1652 Ataşehir Başak Cengiz Sokak,3133,Ataşehir Başak Cengiz Sokak,41.0001,29.1027,48,37,17.05.2024 16:56:11,08:00-17:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,AL ZAMBAK SOKAK  ATAŞEHİR,"POLYGON ((29.10351918364313 40.999441958054263, 29.101850849635866 41.00067272459799, 29.101904493816164 41.000709161415131, 29.103572827823427 40.999474346941959, 29.10351918364313 40.999441958054263))"
1650 Ataşehir Begonya Sokak,3128,Ataşehir Begonya Sokak 1,41.0022,29.1026,50,50,17.05.2024 16:51:06,07:00-17:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,BARBAROS MAHALLESİ BEGONYA SOKAK ATAŞEHİR.,"POLYGON ((29.102630081668924 41.002267130812932, 29.102672997013162 41.002237779627876, 29.102573755279611 41.002169968219285, 29.10253218103988 41.0021983073239, 29.102630081668924 41.002267130812932))"
1650 Ataşehir Begonya Sokak,3129,Ataşehir Begonya Sokak 2,41.0018,29.102,45,36,17.05.2024 17:00:41,07:00-17:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,BARBAROS MAHALLESİ BEGONYA SOKAK ATAŞEHİR.,"POLYGON ((29.102143038497772 41.001925523673158, 29.10218595384201 41.001902245027473, 29.102004904733505 41.001758524511253, 29.101957966075744 41.001779778973543, 29.102143038497772 41.001925523673158))"
1650 Ataşehir Begonya Sokak,3130,Ataşehir Begonya Sokak 3,41.0008,29.1008,35,25,17.05.2024 16:38:18,07:00-17:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,BARBAROS MAHALLESİ BEGONYA SOKAK ATAŞEHİR.,"POLYGON ((29.101026166875226 41.001036522576676, 29.101069082219464 41.001007170843579, 29.100757945973736 41.000764259447116, 29.100711007315976 41.000788550627071, 29.101026166875226 41.001036522576676))"
1650 Ataşehir Begonya Sokak,3131,Ataşehir Begonya Sokak 4,40.9989,29.0967,25,25,17.05.2024 16:53:39,07:00-17:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,BARBAROS MAHALLESİ BEGONYA SOKAK ATAŞEHİR.,"POLYGON ((29.097219251229024 40.999177096694659, 29.097255461050725 40.999142683345774, 29.096665375067449 40.998886606979369, 29.096472256018377 40.998822840772924, 29.09644945724175 40.998856242126877, 29.096637211872793 40.998922032622957, 29.097219251229024 40.999177096694659))"
0079 Ataşehir Bulvarı,328,Ataşehir Bulvarı 1,40.9925,29.1173,24,11,17.05.2024 17:47:02,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,TURGUT ÖZAL BULVARI ATAŞEHİR BULVARI KESİŞİMİ ATATÜRK MAHALLESİ ATAŞEHİR,"POLYGON ((29.116768881218711 40.992469988953211, 29.116768881218711 40.992421400453232, 29.117975875275413 40.992465939912904, 29.117970510857383 40.992538822600217, 29.116768881218711 40.992469988953211))"
0079 Ataşehir Bulvarı,365,Ataşehir Bulvarı 12,40.9935,29.1275,24,13,17.05.2024 18:00:35,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,TURGUT ÖZAL BULVARI ATAŞEHİR BULVARI KESİŞİMİ ATATÜRK MAHALLESİ ATAŞEHİR,"POLYGON ((29.127534627914429 40.993714581355519, 29.127309322357178 40.993172017982467, 29.127405881881714 40.993180115976074, 29.127620458602905 40.993714581355519, 29.127534627914429 40.993714581355519))"
0079 Ataşehir Bulvarı,683,Ataşehir Bulvarı 14,40.9941,29.128,20,11,17.05.2024 17:49:25,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,TURGUT ÖZAL BULVARI ATAŞEHİR BULVARI KESİŞİMİ ATATÜRK MAHALLESİ ATAŞEHİR,"POLYGON ((29.128028875417431 40.99438167373831, 29.128157621450146 40.994308793088287, 29.127900129384717 40.993709549133257, 29.127782112188061 40.993709549133257, 29.128028875417431 40.99438167373831))"
0079 Ataşehir Bulvarı,684,Ataşehir Bulvarı 15,40.9927,29.1211,20,5,17.05.2024 17:45:29,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,TURGUT ÖZAL BULVARI ATAŞEHİR BULVARI KESİŞİMİ ATATÜRK MAHALLESİ ATAŞEHİR,"POLYGON ((29.1207754611969 40.992754969966477, 29.121295809745789 40.992799509200815, 29.121311902999878 40.992722577777137, 29.120791554450989 40.992686136545132, 29.1207754611969 40.992754969966477))"
0079 Ataşehir Bulvarı,685,Ataşehir Bulvarı 16,40.9917,29.127,24,24,17.05.2024 17:59:21,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,TURGUT ÖZAL BULVARI ATAŞEHİR BULVARI KESİŞİMİ ATATÜRK MAHALLESİ ATAŞEHİR,"POLYGON ((29.12676215171814 40.99101791635772, 29.127341508865356 40.99224884018988, 29.12725567817688 40.99224884018988, 29.126676321029663 40.991026014615926, 29.12676215171814 40.99101791635772))"
0079 Ataşehir Bulvarı,779,Ataşehir Bulvarı 18,40.9937,29.1279,23,19,17.05.2024 17:56:42,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,TURGUT ÖZAL BULVARI ATAŞEHİR BULVARI KESİŞİMİ ATATÜRK MAHALLESİ ATAŞEHİR,"POLYGON ((29.12789118238026 40.993849439288262, 29.127939462142528 40.993838304659818, 29.127806692796291 40.993547791416958, 29.12777048297459 40.993556901607796, 29.12789118238026 40.993849439288262))"
0079 Ataşehir Bulvarı,329,Ataşehir Bulvarı 2,40.9925,29.1182,20,12,17.05.2024 17:46:24,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,TURGUT ÖZAL BULVARI ATAŞEHİR BULVARI KESİŞİMİ ATATÜRK MAHALLESİ ATAŞEHİR,"POLYGON ((29.118788084941695 40.992546620379109, 29.117586455303023 40.992457541538663, 29.117597184139083 40.992360364484561, 29.118814907031844 40.992465639620029, 29.118788084941695 40.992546620379109))"
0079 Ataşehir Bulvarı,331,Ataşehir Bulvarı 4,40.9926,29.1193,20,15,17.05.2024 17:55:18,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,TURGUT ÖZAL BULVARI ATAŞEHİR BULVARI KESİŞİMİ ATATÜRK MAHALLESİ ATAŞEHİR,"POLYGON ((29.118802622976389 40.992528835628882, 29.119800404729929 40.99254503177314, 29.11978967589387 40.992601718246647, 29.118797258558359 40.992589571149281, 29.118807987394419 40.9925571788787, 29.118802622976389 40.992528835628882))"
0079 Ataşehir Bulvarı,332,Ataşehir Bulvarı 5,40.9929,29.1253,24,24,17.05.2024 18:02:12,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,TURGUT ÖZAL BULVARI ATAŞEHİR BULVARI KESİŞİMİ ATATÜRK MAHALLESİ ATAŞEHİR,"POLYGON ((29.125073847065018 40.992937314139319, 29.125068482646988 40.992898848519118, 29.125604924449966 40.992872529923943, 29.125596877822922 40.992902897532829, 29.125073847065018 40.992937314139319))"
0079 Ataşehir Bulvarı,334,Ataşehir Bulvarı 7,40.9928,29.1264,20,14,15.05.2024 17:54:42,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,TURGUT ÖZAL BULVARI ATAŞEHİR BULVARI KESİŞİMİ ATATÜRK MAHALLESİ ATAŞEHİR,"POLYGON ((29.1261809736832 40.992853561849216, 29.126159516011082 40.992823194217586, 29.126698640023076 40.992713870627952, 29.126704004441105 40.992746262821591, 29.1261809736832 40.992853561849216))"
0079 Ataşehir Bulvarı,335,Ataşehir Bulvarı 8,40.9927,29.1261,24,11,17.05.2024 17:53:02,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,TURGUT ÖZAL BULVARI ATAŞEHİR BULVARI KESİŞİMİ ATATÜRK MAHALLESİ ATAŞEHİR,"POLYGON ((29.125769734382629 40.992819754297365, 29.126558303833008 40.992633499174445, 29.126542210578918 40.9925727636945, 29.125737547874451 40.992763068011307, 29.125769734382629 40.992819754297365))"
1656 Ataşehir Defne Sokak,3137,Ataşehir Defne Sokak 1,40.9808,29.1037,44,44,17.05.2024 16:00:08,07:00-16:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,KÜÇÜKBAKKALKÖY MAH. DEFNE SOKAK ATAŞEHİR,"POLYGON ((29.103844550600666 40.980768650621016, 29.103829798451084 40.980749414264253, 29.103617903938908 40.980846608430525, 29.103629973879475 40.980863819882543, 29.103844550600666 40.980768650621016))"
1656 Ataşehir Defne Sokak,3212,Ataşehir Defne Sokak 3,40.9814,29.1025,44,32,17.05.2024 15:37:08,07:00-16:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,KÜÇÜKBAKKALKÖY MAH. DEFNE SOKAK ATAŞEHİR,"POLYGON ((29.102748496386155 40.981273559901375, 29.102731062027559 40.981254323691864, 29.102551354023561 40.981344430098567, 29.102445406767472 40.981429474234645, 29.102423949095353 40.981506418834719, 29.10245211229001 40.981513505832844, 29.102470887753114 40.981428461805109, 29.102528555246934 40.981379865168584, 29.102748496386155 40.981273559901375))"
1656 Ataşehir Defne Sokak,3214,Ataşehir Defne Sokak 5,40.9819,29.1028,44,44,17.05.2024 15:43:48,07:00-16:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,KÜÇÜKBAKKALKÖY MAH. DEFNE SOKAK ATAŞEHİR,"POLYGON ((29.102828027274469 40.98203599880852, 29.102853508260111 40.982025874605476, 29.102600039508204 40.981744421138231, 29.102573217418055 40.981751508110783, 29.102828027274469 40.98203599880852))"
1658 Ataşehir Fesleğen Sokak,3139,Ataşehir Fesleğen Sokak,40.9909,29.109,95,93,17.05.2024 16:57:44,08:00-17:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,BARBAROS MAH. FESLEĞEN SOKAK AĞIZ VE DİŞ HASTANESİ ÖNÜ ATAŞEHİR,"POLYGON ((29.10900602905031 40.991090821177821, 29.109156232755144 40.99102603514801, 29.108922880570848 40.990710202341035, 29.10875390140291 40.990787136112885, 29.10900602905031 40.991090821177821))"
1648 Ataşehir Feza Sokak,3125,Ataşehir Feza Sokak 1,40.9943,29.1258,36,28,07.05.2024 17:50:23,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,FEZA SOKAK ATAŞEHİR,"POLYGON ((29.125778723669743 40.995258643759151, 29.125824321222996 40.994574381363535, 29.125859916146844 40.99386326022136, 29.1258518695198 40.993277363478136, 29.125867962773889 40.993040497103273, 29.125889420446008 40.992969639475326, 29.12584114068374 40.992979761998278, 29.125808954175561 40.993271289991988, 29.125822365220635 40.993785509838517, 29.125768499086643 40.994697788781217, 29.125738994787479 40.995261170067934, 29.125778723669743 40.995258643759151))"
1648 Ataşehir Feza Sokak,3126,Ataşehir Feza Sokak 2,40.9942,29.1257,35,29,17.05.2024 17:55:19,08:00-18:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,FEZA SOKAK ATAŞEHİR,"POLYGON ((29.125617707950905 40.995240920321287, 29.125660623295143 40.995238895886274, 29.125687445385292 40.994672051633174, 29.125730360729531 40.993933122342327, 29.12573572514756 40.9934776138585, 29.125730360729531 40.99316786629177, 29.125679398758248 40.993070690284661, 29.12561502574189 40.993028175736491, 29.125590885860756 40.993050445265133, 29.125657941086128 40.993099033301533, 29.125714267475441 40.993360193383573, 29.125706220848397 40.993524177092382, 29.125647212250069 40.99460119575884, 29.125617707950905 40.995240920321287))"
1417 Ataşehir Halk Caddesi-Palladıum AVM,1886,Ataşehir Halk Caddesi-Palladıum AVM 1,40.9865,29.0992,40,40,17.05.2024 17:30:30,08:00-17:30,YOL ÜSTÜ,15,1350.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,ATAŞEHİR,"POLYGON ((29.099157124272338 40.986383641835644, 29.09924563716983 40.986584087521308, 29.099283188096038 40.986644828517882, 29.099331467858306 40.986630655623713, 29.099208086243621 40.986371493592721, 29.099157124272338 40.986383641835644))"
1417 Ataşehir Halk Caddesi-Palladıum AVM,1885,Ataşehir Halk Caddesi-Palladıum AVM 2,40.9861,29.0991,36,29,17.05.2024 17:18:00,08:00-17:30,YOL ÜSTÜ,15,1350.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,ATAŞEHİR,"POLYGON ((29.099150961557 40.986304857962722, 29.099070495286554 40.986085176627817, 29.09899941674766 40.9859130755316, 29.098960524716944 40.985762233613222, 29.099008804479212 40.985780456145179, 29.099059766450495 40.985980903664341, 29.099176850482522 40.986294688217683, 29.099150961557 40.986304857962722))"
0821 Ataşehir Ihlamur Sokak,1928,Ataşehir Ihlamur Sokak 1,40.9902,29.1053,56,46,17.05.2024 16:51:34,08:00-17:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ATAŞEHİR,BARBAROS MAHALLESİ IHLAMUR SOKAK ÖZEL İŞYERİ 4A/1 ATAŞEHİR,"POLYGON ((29.104421875100751 40.990172843594891, 29.104472837072034 40.990284195985247, 29.106261870484968 40.990312540200016, 29.10620822630467 40.990199163267782, 29.104421875100751 40.990172843594891))"
