properties,latitude,longitude
{'DURAK_ADI': 'ATATÜRK İÖO'},41.0339738537,28.8469401715
{'DURAK_ADI': 'TAVUKCU DERESİ'},41.0174209921,28.848856641
{'DURAK_ADI': 'Y.SELİM MAH.'},41.2024332962,28.7274690883
{'DURAK_ADI': 'HALİTPAŞA CADDESİ'},41.0567346412,28.9138820599
{'DURAK_ADI': 'KADİFE'},41.0388689865,28.9123166968
{'DURAK_ADI': 'GÜNER AKIN LİSESİ'},41.0443197387,28.9467606796
{'DURAK_ADI': 'ARITMA TESİSLERİ'},41.1370812811,28.9290998929
{'DURAK_ADI': 'DİŞ POLİKLİNİĞİ'},41.0660834662,28.9742757917
{'DURAK_ADI': 'B.ŞEHİR POLİS MERKEZ'},41.0745462093,28.6916307024
{'DURAK_ADI': 'MİMAR.K.BULVARI'},41.107767673,28.7805807807
{'DURAK_ADI': 'MEVLANA MAHALLESİ'},41.0875528331,28.9189800238
{'DURAK_ADI': 'AKŞEMSETTİN BULVARI'},41.084751624,28.9180238002
{'DURAK_ADI': 'EDİRNEKAPI KALEBOYU'},41.029051175,28.9332195611
{'DURAK_ADI': 'AYAZMA İÖO'},41.1864112732,28.76160294
{'DURAK_ADI': 'TURNA SOKAK'},41.0713828122,28.8842684794
{'DURAK_ADI': 'KERESTECİLER SİTESİ'},41.0368559579,28.924892985
{'DURAK_ADI': 'ARNAVUTKÖY ESENTEPE'},41.188413715,28.736625352
{'DURAK_ADI': '643.SK'},41.0883141652,28.8948155792
{'DURAK_ADI': 'MADEN DERESİ'},41.1786836101,29.0523404119
{'DURAK_ADI': 'Ali Çebi Cad.'},41.000136906,28.6544600519
{'DURAK_ADI': 'Fatih Sultan Mehmet Cad.'},40.984987505,28.672191147
{'DURAK_ADI': 'Başkent Cad.'},41.0056338473,28.673623721
{'DURAK_ADI': 'Prof. Muammer Aksoy Cad.'},40.9945710888,28.9096334073
{'DURAK_ADI': 'Prof. Muammer Aksoy Cad.'},40.994655285,28.9089638319
{'DURAK_ADI': 'Prof. Muammer Aksoy Cad.'},40.9946128023,28.9081852143
{'DURAK_ADI': 'Prof. Muammer Aksoy Cad.'},40.994374207,28.9072369273
{'DURAK_ADI': 'Prof. Muammer Aksoy Cad.'},40.9941898594,28.9058376262
{'DURAK_ADI': '48. Sk.'},40.9936972104,28.9054884563
{'DURAK_ADI': '48. Sk.'},40.9921511026,28.9047917672
{'DURAK_ADI': '48. Sk.'},40.9911232353,28.9049791625
{'DURAK_ADI': '48. Sk.'},40.9897077109,28.9053449852
{'DURAK_ADI': '48. Sk.'},40.9876996288,28.9055643199
{'DURAK_ADI': 'Meydan Sk.'},40.9856567841,28.9047569568
{'DURAK_ADI': '14. Sk.'},40.9857386485,28.8993448001
{'DURAK_ADI': 'İLYASZADE CAMİİ'},41.0200508508,28.922809306
{'DURAK_ADI': 'Aksu Cad.'},40.9877072867,28.8844605022
{'DURAK_ADI': 'Aksu Cad.'},40.9869558179,28.8844466309
{'DURAK_ADI': 'Aksu Cad.'},40.9858685546,28.8844572428
{'DURAK_ADI': 'Aksu Cad.'},40.9848180144,28.8844947123
{'DURAK_ADI': 'Aksu Cad.'},40.9835178945,28.8844981713
{'DURAK_ADI': 'Aksu Cad.'},40.9827178314,28.8844903012
{'DURAK_ADI': 'İETT Zeytinburnu Durağı Peronları İç Yolu'},41.0012929624,28.8905136066
{'DURAK_ADI': 'Yan Yol Sk.'},41.0003852921,28.8857924883
{'DURAK_ADI': 'Adnan Kahveci Cad.'},41.0215259698,28.5866315247
{'DURAK_ADI': 'D-100 Güney Yanyol 1'},41.0057407283,28.6744403369
{'DURAK_ADI': 'Parmaksız Cad.'},41.012332687,28.6016561805
{'DURAK_ADI': 'Hilal 86 Cad.'},41.0133299785,28.6091223655
{'DURAK_ADI': 'ZEYTİNBURNU İSTASYON'},40.9855818778,28.9034864559
{'DURAK_ADI': 'İNCİRLİ CAD.'},41.2259194651,28.2996953963
{'DURAK_ADI': 'ÇATALCA CAD.'},41.2291817572,28.2977604874
{'DURAK_ADI': 'GÖKUN CAD.'},41.1499274884,28.2332403369
{'DURAK_ADI': 'GÖKYÜZÜ CAD.'},41.2336476945,28.1133723346
{'DURAK_ADI': 'İSTASYON CAD.'},41.2298190553,28.1157365609
{'DURAK_ADI': 'ANADOLU HASTANESİ'},41.0817098496,28.224771072
{'DURAK_ADI': 'TURGUT ÖZAL BULVARI'},41.0728084582,28.2513618646
{'DURAK_ADI': 'İNÖNÜ CADDESİ'},41.0759091373,28.2420493594
{'DURAK_ADI': 'Gürhan Cad.'},41.046762601,28.0458720291
{'DURAK_ADI': 'BÜYÜKYALI CADDESİ'},41.0536572109,28.0629305198
{'DURAK_ADI': 'BÜYÜKYALI CADDESİ'},41.0574695913,28.0751957657
{'DURAK_ADI': 'BÜYÜKYALI CADDESİ'},41.0599435135,28.0853273419
{'DURAK_ADI': 'BÖLGE TRAFİK'},41.0793025054,28.2366046428
{'DURAK_ADI': 'D-100 Karayolu'},41.0716043191,28.0970670697
{'DURAK_ADI': 'Yavuz Sk.'},41.0763662215,28.2449854334
{'DURAK_ADI': 'Burhan Soyaslan Cad.'},41.0770317064,28.2436653195
{'DURAK_ADI': 'KANUNİ SULTAN SÜLEYMAN HASTANESİ'},41.0554639511,28.7611680011
{'DURAK_ADI': 'HASTANE YOLU'},41.0475850877,28.7587372998
{'DURAK_ADI': 'ZAFER SK'},40.9906712974,28.7825053641
{'DURAK_ADI': 'BARBAROS CADDESİ'},40.989939391,28.7788568884
{'DURAK_ADI': 'OKUL'},40.9918948642,28.7780101454
{'DURAK_ADI': 'KÜÇÜKÇEKMECE BELEDİYE'},41.0351454166,28.7862391611
{'DURAK_ADI': 'İSTASYON'},41.0185671158,28.7684123979
{'DURAK_ADI': 'GÜMRÜK'},41.0136561148,28.7687752744
{'DURAK_ADI': 'SEFAKÖY'},40.9986979926,28.7973227353
{'DURAK_ADI': 'SÜVARİ CADDESİ'},41.0003450855,28.7991336337
{'DURAK_ADI': 'BAĞLAR CADDESİ'},41.0008947104,28.7931228556
{'DURAK_ADI': 'KOCATEPE'},40.9978936327,28.7825900839
{'DURAK_ADI': 'EMSAL SK'},40.999441757,28.7846663732
{'DURAK_ADI': 'SULTAN MURAT'},41.0020052481,28.7865450984
{'DURAK_ADI': 'Şen'},41.0049559245,28.7861834842
{'DURAK_ADI': 'ANADOLU'},41.0108466589,28.7873103929
{'DURAK_ADI': 'FEVZİ ÇAKMAK'},41.0127592509,28.7894941364
{'DURAK_ADI': 'LEYLEK CADDESİ'},41.005949986,28.7857718038
{'DURAK_ADI': 'SÖĞÜTLÜÇEŞME'},41.0231589833,28.7840380349
{'DURAK_ADI': 'YAVUZ SELİM'},40.9959942294,28.7800813915
{'DURAK_ADI': 'SOĞUKSU'},40.9989667711,28.7666425629
{'DURAK_ADI': 'YENİYOL'},40.9868528731,28.7743723759
{'DURAK_ADI': 'ANTİKALAR'},40.9874915326,28.7751593029
{'DURAK_ADI': 'KUYULU'},40.9890723745,28.7758189743
{'DURAK_ADI': 'KUYULU'},40.9888670036,28.7778874868
{'DURAK_ADI': 'MİMARSİNAN'},40.9917808578,28.7767410243
{'DURAK_ADI': 'HÜRRİYET'},40.9940554955,28.778513616
{'DURAK_ADI': 'AKINCI'},41.0002707152,28.793176789
{'DURAK_ADI': 'TURGUT REİS'},40.9877233565,28.7783392837
{'DURAK_ADI': 'PAZAR YOLU'},41.0156378145,28.7852721643
{'DURAK_ADI': 'ATATÜRK CADDESİ'},41.0205556328,28.7871252511
{'DURAK_ADI': 'EYÜP SULTAN BULVARI'},41.0385508848,28.9260789982
{'DURAK_ADI': 'BAHARİYE'},41.055021743,28.9370475727
{'DURAK_ADI': 'ÇELTİK'},41.060607999,28.9428902918
{'DURAK_ADI': 'SİLAHTARAĞA CADDESİ'},41.0676318693,28.9434604988
{'DURAK_ADI': 'HAZRETİ ÖMER CAMİİ'},41.1861528618,28.7278493263
{'DURAK_ADI': '141. SOKAK'},41.1071305538,28.8579777223
{'DURAK_ADI': 'DURSUNKÖY SAPAĞI'},41.1910545783,28.6390829152
{'DURAK_ADI': 'KAYNARCA YANYOL'},40.8812455548,29.2573045443
{'DURAK_ADI': 'ÜMR. İZCİLİK KAMPI'},41.0602991663,29.1093826092
{'DURAK_ADI': 'ERZİNCAN SOKAK'},41.039027156,29.0973888204
{'DURAK_ADI': 'DEVRAN SOKAK'},40.9039056746,29.1906466181
{'DURAK_ADI': 'KÖY HİZMETLERİ'},40.9063282659,29.1906957201
{'DURAK_ADI': 'SAKIZAĞACI'},40.9986219301,29.0378396937
{'DURAK_ADI': 'SAKIZAĞACI'},40.9987393917,29.0377801713
{'DURAK_ADI': 'MALTEPE SAHİL'},40.9218027543,29.1267257372
{'DURAK_ADI': 'HUZUR SOKAK'},40.9411083028,29.1542739515
{'DURAK_ADI': 'BERRAK SİTESİ'},40.9995198225,29.1285640431
{'DURAK_ADI': 'BERRAK SİTESİ'},40.9994769688,29.1283745062
{'DURAK_ADI': 'ALİ FUAT CEBESOY'},41.0851961138,28.9715521192
{'DURAK_ADI': 'AKOM'},41.0860173566,28.9669892273
{'DURAK_ADI': 'AKOM'},41.085995297,28.9665254635
{'DURAK_ADI': 'NURTEPE YOLU'},41.0829306128,28.9629404876
{'DURAK_ADI': 'H.ETHEM ÜKTEM İÖO.'},41.0796610039,28.9632148093
{'DURAK_ADI': 'NİŞANTAŞLAR'},41.0760331994,28.9589611928
{'DURAK_ADI': 'NURTEPE'},41.077783149,28.9609804136
{'DURAK_ADI': 'GİRNE CADDESİ'},41.0936822925,28.9693701506
{'DURAK_ADI': 'HİSAR EĞİTİMOKULLARI'},41.1761758688,28.8925822334
{'DURAK_ADI': 'KARAYOLLARI 1.BL.MD.'},41.0955306165,28.9620078752
{'DURAK_ADI': 'KARAYOLLARI 1.BL.MD.'},41.0966989184,28.9602749395
{'DURAK_ADI': 'KUŞKONMAZ'},41.0907368532,28.9680321644
{'DURAK_ADI': 'YEŞİLCE CADDESİ'},41.0776135247,28.9903927843
{'DURAK_ADI': 'GÜR'},41.0738013617,28.9768927553
{'DURAK_ADI': 'TOPKAPI'},41.0197803912,28.9169749496
{'DURAK_ADI': 'MASKO 2'},41.0644065542,28.7957437819
{'DURAK_ADI': 'ÇEŞME ALİ SK.'},41.0280304338,28.8237538534
{'DURAK_ADI': 'NAMIK KEMAL CAD.'},41.1150597552,28.8512842344
{'DURAK_ADI': 'FATİH CAD.'},41.0109116663,28.8860577225
{'DURAK_ADI': 'MEHMET AKİF ERSOY CAD.'},41.0538500424,28.8591338902
{'DURAK_ADI': 'ANAFARTALAR SK.'},41.0966652906,29.0483552854
{'DURAK_ADI': 'İSTİNYE BAYIR CAD.'},41.1116368443,29.0544445149
{'DURAK_ADI': 'HAVANTEPE SK.'},41.1779974757,29.063211838
{'DURAK_ADI': 'İSTİNYE BAYIRI CAD.'},41.1117155504,29.0391635097
{'DURAK_ADI': 'Yoğurthane Cad.'},40.9947247627,28.52633834
{'DURAK_ADI': 'Sinan Sk.'},41.0099156654,28.5327089504
{'DURAK_ADI': 'Sinan Sk.'},41.0100086196,28.5356138813
{'DURAK_ADI': 'D-100 Karayolu'},41.0151331133,28.5498229289
{'DURAK_ADI': 'Aydınlar Cad.'},41.006921859,28.5108319716
{'DURAK_ADI': 'Anı Sk.'},41.0019831233,28.5114977039
{'DURAK_ADI': 'Bağlantı Yolu'},41.0103348304,28.5000809283
{'DURAK_ADI': 'İstanbul Cad.'},41.0237657215,28.4705703439
{'DURAK_ADI': 'İstanbul Cad.'},41.0258742519,28.46591842
{'DURAK_ADI': 'Güngörmüşler Cad.'},41.0308276071,28.4556345041
{'DURAK_ADI': 'Cumhuriyet Cad.'},41.0468096212,28.4311001132
{'DURAK_ADI': 'BAHARİYE CADDESİ'},41.06328992,28.795186949
{'DURAK_ADI': '4.SOKAK'},41.0551773645,28.7989788455
{'DURAK_ADI': 'HÜRRİYET CADDESİ'},41.0506602402,28.7940065798
{'DURAK_ADI': '5.SOKAK'},41.0547222775,28.7990769757
{'DURAK_ADI': '117 SK.'},41.1169891852,28.99854588
{'DURAK_ADI': '113 SK.'},41.1214001747,28.9977189153
{'DURAK_ADI': 'ADNAN KAHVECİ CAD.'},41.1311124352,29.0410824315
{'DURAK_ADI': 'BAYRAMOĞLU'},41.0892196358,28.9535713248
{'DURAK_ADI': 'NATO EVLERİ'},41.0912012887,28.953864546
{'DURAK_ADI': 'HASDAL'},41.1013734646,28.9548768641
{'DURAK_ADI': 'KEMER YOLU'},41.1082457624,28.9515479784
{'DURAK_ADI': 'MÜZE'},41.0404041546,29.0783101662
{'DURAK_ADI': 'ARNAVUTKÖY ESENTEPE'},41.1882437511,28.7368956483
{'DURAK_ADI': 'KEMER EVLERİ'},41.1518910134,28.9175834842
{'DURAK_ADI': 'KEMER EVLERİ'},41.1525119609,28.9171836899
{'DURAK_ADI': 'KARACAOĞLAN İÖO'},41.0527856662,28.8300988497
{'DURAK_ADI': 'GÜNDOĞDU CAD.'},41.0897768135,29.1350672059
{'DURAK_ADI': 'YALI KONAKLARI'},41.175655843,28.8943186102
{'DURAK_ADI': 'PTT'},41.0360248341,28.8585548911
{'DURAK_ADI': 'KAZIM KARABEKİR'},41.1606679133,29.0269972389
{'DURAK_ADI': 'TARABYA BAYIRI'},41.1365542117,29.041889885
{'DURAK_ADI': 'SİTELER YOLU'},41.1382800058,29.0346099816
{'DURAK_ADI': 'TARABYA YOLU'},41.1418219087,29.0305306391
{'DURAK_ADI': 'DEDEMAN LİSESİ'},41.1327723559,29.0396394451
{'DURAK_ADI': 'CEVİZLİ İSTASYON'},40.9108050165,29.1558069634
{'DURAK_ADI': 'PARSELLER'},41.0800869856,28.9313168701
{'DURAK_ADI': 'FİLİZ CAMİİ'},41.0757450882,28.9926309571
{'DURAK_ADI': 'ZEKERİYAKÖY TRAFO'},41.1894456009,29.0380012275
{'DURAK_ADI': 'KUZEY KONAKLARI'},41.2117528234,29.0361489747
{'DURAK_ADI': 'ATAMAN EVLERİ'},41.2433743237,29.0403442246
{'DURAK_ADI': 'YEŞİL VADİ'},41.2171170829,29.0351257914
{'DURAK_ADI': 'KÖPRÜ'},41.2053637193,29.0237935812
{'DURAK_ADI': 'KÖPRÜ'},41.206310947,29.023734482
{'DURAK_ADI': 'ZEKERİYAKÖY'},41.1966161435,29.0287732103
{'DURAK_ADI': 'YEŞİLCE MAH.'},41.096793143,28.9973121922
{'DURAK_ADI': 'VERİMER OKULU'},41.0829972039,29.000892007
{'DURAK_ADI': 'USKUMRUKÖY'},41.2202601933,29.0228050074
{'DURAK_ADI': 'SALİHPAŞA'},41.2225165551,29.0175644096
{'DURAK_ADI': 'GÖKKUŞAĞI KOLEJİ'},41.0073586957,28.8735205241
{'DURAK_ADI': 'ATEŞTUĞLA'},41.0453376913,28.8349484048
{'DURAK_ADI': 'ATEŞTUĞLA'},41.0450247927,28.829126172
{'DURAK_ADI': 'DEVEKALDIRIM CAD.'},41.0440310406,28.8405716106
{'DURAK_ADI': 'BAĞCILAR ÇİFTLİK'},41.0436245376,28.8472567587
{'DURAK_ADI': 'NİŞANTAŞI'},41.0724182224,29.0763821309
{'DURAK_ADI': 'ÇAMLICA KIZ LİSESİ'},41.0085095094,29.0501010918
{'DURAK_ADI': 'NECDET SEMKER İÖO.'},41.0561345739,28.7281027494
{'DURAK_ADI': 'ALTINŞEHİR MEZARLIĞI'},41.0603009679,28.7546954913
{'DURAK_ADI': 'MASKO 1'},41.0637309625,28.8036687437
{'DURAK_ADI': 'AHMET YESEVİ CADDESİ'},40.9939054497,28.8386447014
{'DURAK_ADI': 'DEMİRKAPI MAHALLESİ'},41.0521055828,28.8399686141
{'DURAK_ADI': 'Ş.ÇAĞLAR MENGÜ İ.H.L'},40.9437217341,29.1516614625
{'DURAK_ADI': 'AVCILAR'},40.9779954392,28.7205414733
{'DURAK_ADI': 'KOZLU'},41.0097092501,28.9217362553
{'DURAK_ADI': 'BELGRATKAPI'},41.0008245294,28.9199155343
{'DURAK_ADI': 'BEŞTELSİZ'},40.9976568641,28.9046433652
{'DURAK_ADI': 'Ş.EYÜP GÖNEN CAD.'},41.0959104077,28.8817628524
{'DURAK_ADI': 'MİMAR SİNAN BULVARI'},41.1046976612,28.8832006888
{'DURAK_ADI': 'İETT MEMUR EVLERİ'},41.1107446313,29.0400119886
{'DURAK_ADI': 'POSTA YOLU'},41.1033051646,29.0420723262
{'DURAK_ADI': 'KÖROĞLU CADDESİ'},40.9083702891,29.1776787991
{'DURAK_ADI': 'ESENTEPE'},40.89965148,29.1849594389
{'DURAK_ADI': 'TANYERİ SOKAK'},40.8939458292,29.1827305304
{'DURAK_ADI': 'ŞHT.ÜSTĞM.GÖKHAN YVZ'},40.8923189398,29.2181222982
{'DURAK_ADI': 'ENGELLİLER EĞT.MRKZ.'},41.0058220935,29.1119575845
{'DURAK_ADI': 'TUZLA SPOR'},40.8184697577,29.2985534813
{'DURAK_ADI': 'SİNAN SOKAK'},41.0279462834,29.2235523838
{'DURAK_ADI': 'HİSARKENT SİTESİ'},41.0018448387,29.0998985278
{'DURAK_ADI': 'REFHAN TÜMER LİSESİ'},41.0802275951,28.9342110247
{'DURAK_ADI': 'ALİBEYKÖY İTFAİYE'},41.0801022928,28.9373504062
{'DURAK_ADI': 'SEFA KÖPRÜSÜ'},41.0682530256,28.9188309142
{'DURAK_ADI': 'AÇIKYÜZ CADDESİ'},41.077213952,28.9559699167
{'DURAK_ADI': 'İGDAŞ'},41.086663838,28.8719065937
{'DURAK_ADI': 'KÜÇÜKKÖY İ.H.L.'},41.0845444531,28.9108720094
{'DURAK_ADI': 'AVRUPA KONUTLARI'},41.086921423,28.9021900404
{'DURAK_ADI': 'KARAYOLLARI MAH.'},41.0884802554,28.8989321119
{'DURAK_ADI': 'MİLLET CADDESİ'},41.019501191,28.9234937362
{'DURAK_ADI': 'KEÇESUYU'},41.0691013323,28.9101651152
{'DURAK_ADI': 'SOĞANLIK METRO'},40.913297928,29.1940272336
{'DURAK_ADI': 'SAĞLIK OCAĞI'},41.0276113507,29.0576818725
{'DURAK_ADI': 'F.S.MEHMET'},41.0278172082,29.0529810363
{'DURAK_ADI': 'ALTUNİZADE'},41.0238623339,29.0543149
{'DURAK_ADI': 'MİLLET BAHÇESİ'},41.0237310127,29.0524795891
{'DURAK_ADI': 'ŞEHİR PARKI CADDESİ'},41.0555933868,28.8920667113
{'DURAK_ADI': 'ÖZKAN SOKAK'},41.0568172548,29.0829715709
{'DURAK_ADI': 'PARKADA 3. KAPI'},41.06038164,28.8897065587
{'DURAK_ADI': 'ERENLER  CADDESİ'},40.8897430191,29.2372901887
{'DURAK_ADI': 'EDİRNEKAPI TRAMVAY'},41.0312482395,28.9341142845
{'DURAK_ADI': 'NİZAMİYE'},40.9523733069,29.2150458069
{'DURAK_ADI': 'KIRLANGIÇ SOKAK'},40.9270276718,29.1333682774
{'DURAK_ADI': 'YUNUS EMRE'},40.9290847282,29.2137503228
{'DURAK_ADI': 'YUNUS EMRE'},40.9291604384,29.2136284726
{'DURAK_ADI': 'ACISU'},41.0066103903,29.085077265
{'DURAK_ADI': 'ORMAN YOLU'},41.0650197905,29.1027351809
{'DURAK_ADI': 'GÜZELDERE'},41.180773289,29.1999443514
{'DURAK_ADI': 'SELÇUKHAN CAD.'},40.9795304799,29.2715309046
{'DURAK_ADI': 'KUBBE SAPAĞI'},40.9801183444,29.2744450572
{'DURAK_ADI': 'HAL'},40.9826237126,29.2661510584
{'DURAK_ADI': 'REVANİ SOKAK'},40.9858915903,29.2642935315
{'DURAK_ADI': 'FİDANLIK'},41.0898930829,29.118598427
{'DURAK_ADI': 'FATİH MAH.MERKEZ'},41.0903297189,29.125211986
{'DURAK_ADI': 'DEMOKRASİ CAD.'},41.0858845432,29.1361845958
{'DURAK_ADI': 'MANDIRA CAD.'},41.0827185911,29.1383612038
{'DURAK_ADI': 'ÇAVUŞBAŞI'},41.0805737326,29.1403019616
{'DURAK_ADI': 'ŞEMSİPAŞA'},41.0255651307,29.0110957324
{'DURAK_ADI': 'ÜSKÜDAR'},41.0250075694,29.0153932133
{'DURAK_ADI': 'HORHOR'},41.0250130275,29.017858994
{'DURAK_ADI': 'BÜLBÜL DERESİ'},41.0270800929,29.0246848723
{'DURAK_ADI': 'SETBAŞI'},41.0277301814,29.0261038937
{'DURAK_ADI': 'BAĞLARBAŞI'},41.0226526645,29.0360810802
{'DURAK_ADI': 'CAPİTOL'},41.0214151774,29.0392896727
{'DURAK_ADI': 'CAPİTOL'},41.0214285618,29.0419929785
{'DURAK_ADI': 'ALTUNİZADE'},41.0233943545,29.0425509148
{'DURAK_ADI': 'ALTUNİZADE'},41.0222573063,29.0448275159
{'DURAK_ADI': 'KARACAOĞLAN'},40.9944647877,29.0921805694
{'DURAK_ADI': 'BANKALAR'},40.9912593129,29.0575121994
{'DURAK_ADI': 'ZÜMRÜTEVLER İLKOKULU'},40.945622218,29.1522102116
{'DURAK_ADI': 'K.ANADOLU LİSESİ'},41.0832051566,28.9834470094
{'DURAK_ADI': 'İGDAŞ'},41.0659207987,28.9782639969
{'DURAK_ADI': 'İGDAŞ'},41.0668296714,28.9783180897
{'DURAK_ADI': 'SULAR İDARESİ'},41.0860001642,28.9699499281
{'DURAK_ADI': 'ULUBATLI HASAN CAMİ'},41.0868386136,28.9375257782
{'DURAK_ADI': 'ATATÜRK CADDESİ'},41.0862395749,28.9429015507
{'DURAK_ADI': 'ATATÜRK CADDESİ'},41.0861663583,28.942500231
{'DURAK_ADI': 'MERKEZ CAMİİ'},41.0994679452,28.9969698922
{'DURAK_ADI': 'MERKEZ CAMİİ'},41.0995867346,28.9970268098
{'DURAK_ADI': 'HUZUR MAHALLESİ'},41.0986099515,28.9882872117
{'DURAK_ADI': 'PINAR MAH. YOLU'},41.1209853795,29.0381366143
{'DURAK_ADI': 'PINAR MAH. YOLU'},41.1210553913,29.0379086643
{'DURAK_ADI': 'MASLAK YOLU'},41.1116269228,28.9973886895
{'DURAK_ADI': 'YAHYA KEMAL DEREİÇİ'},41.0880512267,28.9864339835
{'DURAK_ADI': 'HALİL RAHMAN'},41.0963927264,28.9978558118
{'DURAK_ADI': 'HALİL RAHMAN CAMİİ'},41.0942580389,29.0001510276
{'DURAK_ADI': 'İSTİNYE SİTELER'},41.121481958,29.0399104042
{'DURAK_ADI': 'GENÇ OSMAN CADDESİ'},41.0816685272,28.9978924799
{'DURAK_ADI': 'KEÇİDERESİ'},41.0819111422,28.9953422007
{'DURAK_ADI': 'ARMAĞAN SOKAK'},41.0858046434,28.9936228234
{'DURAK_ADI': 'GÜR'},41.0740182147,28.9768700528
{'DURAK_ADI': 'ÇAĞLAYAN YOKUŞU'},41.0751884962,28.9732863336
{'DURAK_ADI': 'GALATASARAYLILAR SİT'},40.823440546,29.3166614117
{'DURAK_ADI': 'VATAN CADDESİ'},40.8252896822,29.3210830074
{'DURAK_ADI': 'VATAN CADDESİ'},40.8254849695,29.3207695121
{'DURAK_ADI': 'VALİLER SİTESİ'},40.8260908578,29.3134589962
{'DURAK_ADI': 'VALİLER SİTESİ'},40.8261587773,29.3134650065
{'DURAK_ADI': 'DÖRTYOL'},40.8260259528,29.3106795723
{'DURAK_ADI': 'Y.KARADENİZLİLER KOP'},40.8933673767,29.272156003
{'DURAK_ADI': 'GÜL'},41.095500206,29.0433460415
{'DURAK_ADI': 'PAPATYA'},41.0956808616,29.0452607777
{'DURAK_ADI': 'H.MEHMET ŞALGAMCI'},41.0961160709,29.0469128762
{'DURAK_ADI': 'B.KEMAL ÇAĞLAR LİS.'},41.0967207939,29.0497746817
{'DURAK_ADI': 'ŞİFA YOLU'},41.1753212012,29.044039649
{'DURAK_ADI': 'ORTA CAMİ'},41.1590276654,29.0258610744
{'DURAK_ADI': 'BAŞARAN'},41.1660179697,29.036529361
{'DURAK_ADI': 'TOP SAHASI'},41.1695903542,29.0371045858
{'DURAK_ADI': 'KÜÇÜK SOKAK'},41.1684361537,29.0315056752
{'DURAK_ADI': 'METİN OKTAY'},41.1289889296,29.0474468931
{'DURAK_ADI': 'OKUL'},41.125709481,29.0531924601
{'DURAK_ADI': 'E.MESLEK LİSESİ'},40.988297321,29.2315627287
{'DURAK_ADI': 'SAMANDIRA LİSESİ'},40.9898024248,29.229740075
{'DURAK_ADI': 'SAMANDIRA'},40.9851029816,29.2298685476
{'DURAK_ADI': 'SANCAKTEPE EMNİYET'},40.9881834558,29.225661755
{'DURAK_ADI': 'PAZARYERİ'},41.0452584724,29.1000894816
{'DURAK_ADI': 'TOPAĞACI'},41.0468538424,29.1012908119
{'DURAK_ADI': 'PINARBAŞI İÖO'},41.048842156,29.1009957701
{'DURAK_ADI': 'ÜMR.BLD.DESTEK GRJ.'},41.0326112562,29.1099031701
{'DURAK_ADI': 'KÜÇÜKSU CADDESİ'},41.0348080303,29.1116135096
{'DURAK_ADI': 'KÜÇÜKSU CADDESİ'},41.0344722633,29.1115395819
{'DURAK_ADI': 'DR.FAHRİ ATABEY CAD.'},41.0186982542,29.0201978434
{'DURAK_ADI': 'DR.FAHRİ ATABEY CAD.'},41.0186321957,29.020142742
{'DURAK_ADI': 'HALİL RÜŞTÜ İÖOKL.'},41.0208169841,29.0173768577
{'DURAK_ADI': 'GÜZELTEPE CAD.'},41.043975391,29.1053020838
{'DURAK_ADI': 'ÇEMENZAR'},40.9830386772,29.0639521966
{'DURAK_ADI': 'GÖZTEPE'},40.9815619313,29.0693161757
{'DURAK_ADI': 'ADNAN KAHVECİ'},40.9359102178,29.2147845044
{'DURAK_ADI': 'ADNAN KAHVECİ'},40.9353943735,29.2153553205
{'DURAK_ADI': '20. Cad.'},41.0462780849,28.851949653
{'DURAK_ADI': '20. Cad.'},41.048408794,28.8548815397
{'DURAK_ADI': 'ÇEŞME'},41.0367231829,28.8530955227
{'DURAK_ADI': 'Namık Kemal Cad.'},41.0469581559,28.8502388494
{'DURAK_ADI': 'Başöğretmen Cad.'},40.9368360577,29.1398758996
{'DURAK_ADI': 'Atatürk Cad.'},40.9335735449,29.1375864505
{'DURAK_ADI': 'MARMARA CADDESİ'},41.0098366535,28.8733600567
{'DURAK_ADI': 'Ayazma Cad.'},41.0330563155,28.8815882638
{'DURAK_ADI': 'BAĞLAR MEYDAN'},41.1985201035,28.7146602727
{'DURAK_ADI': 'SAĞLIK OCAĞI'},41.2039114662,28.7162117767
{'DURAK_ADI': 'KOCATAŞ SK.'},41.1768406688,29.0527264959
{'DURAK_ADI': 'KÜLTÜR EVİ'},41.1134306185,28.7907457249
{'DURAK_ADI': 'DÖRTYOL'},41.0987028334,28.79145216
{'DURAK_ADI': 'KEMER YOLU'},41.1087265642,28.9509542823
{'DURAK_ADI': 'MANDIRALAR'},41.1339902994,28.9377405524
{'DURAK_ADI': 'MANDIRALAR'},41.1335945953,28.9394302383
{'DURAK_ADI': 'ROLE İSTASYONU'},41.1467006832,28.9239803067
{'DURAK_ADI': 'KEMER'},41.1473922509,28.9213353939
{'DURAK_ADI': 'RAGIP KUTMANGİL İÖO.'},41.1571728707,28.9144916028
{'DURAK_ADI': 'KEMERBURGAZ'},41.1596577255,28.9130711164
{'DURAK_ADI': 'KEMERBURGAZ'},41.158949319,28.9131494381
{'DURAK_ADI': 'BAHÇELER'},41.1708014458,28.9036551089
{'DURAK_ADI': 'BAHÇELER'},41.1702174607,28.9045267378
{'DURAK_ADI': 'YEŞİLPINAR BÖLGE PAR'},41.081032801,28.9203192423
{'DURAK_ADI': 'İNÖNÜ CADDESİ'},41.0166533088,28.8689338301
{'DURAK_ADI': 'SAADETDERE MAH.'},40.9999281472,28.6939388852
